0.000000 0.100000 100.000000 116.835463
-0.006475 0.004184 100.000000 16.872079
0.000287 0.065128 100.000000 73.204141
0.008232 0.001912 100.000000 6.297512
0.005733 0.086630 100.000000 106.702384
-0.006061 0.076124 100.000000 79.979916
0.001875 0.039256 100.000000 42.510904
0.001333 0.089042 100.000000 104.555146
0.003031 0.065896 100.000000 77.337439
-0.004986 0.081492 100.000000 87.881113
0.008961 0.061646 100.000000 79.075770
0.003142 0.089140 100.000000 106.797009
-0.004135 0.048347 100.000000 47.400026
0.008785 0.057056 100.000000 73.075196
-0.001525 0.088811 100.000000 100.969576
-0.000114 0.035504 100.000000 35.669890
0.003561 0.099916 100.000000 120.899755
0.006004 0.028972 100.000000 34.412529
0.004561 0.067775 100.000000 81.508234
-0.005399 0.018951 100.000000 13.235059
0.001071 0.013086 100.000000 10.348498
0.007735 0.001946 100.000000 5.956461
0.002444 0.039206 100.000000 43.089663
-0.006134 0.006613 100.000000 14.334206
0.006580 0.092528 100.000000 115.165971
-0.001123 0.079027 100.000000 89.100115
-0.001387 0.072232 100.000000 80.247750
0.008095 0.025013 100.000000 32.013264
0.002781 0.061920 100.000000 72.034038
-0.004879 0.025300 100.000000 19.360736
-0.001830 0.048207 100.000000 49.636483
-0.006982 0.015234 100.000000 12.020615
-0.000182 0.023225 100.000000 20.639719
-0.007030 0.071497 100.000000 73.165710
-0.008068 0.090455 100.000000 95.762983
0.001634 0.087962 100.000000 103.543176
-0.003430 0.042326 100.000000 40.684587
0.005017 0.090660 100.000000 110.938166
-0.002416 0.009657 100.000000 8.655615
0.002448 0.030263 100.000000 31.932404
0.008352 0.073920 100.000000 93.813898
-0.002018 0.053445 100.000000 55.973986
-0.001335 0.089549 100.000000 102.116684
0.004370 0.050439 100.000000 59.430168
-0.005489 0.049947 100.000000 48.010493
0.003992 0.042465 100.000000 48.957102
-0.002569 0.006123 100.000000 10.145499
0.005145 0.038758 100.000000 45.654533
-0.006811 0.027153 100.000000 20.203352
0.007948 0.090855 100.000000 114.703212
-0.001056 0.068463 100.000000 75.878810
0.009706 0.029872 100.000000 40.078346
0.001637 0.031650 100.000000 32.766759
-0.002829 0.041622 100.000000 40.423685
-0.004270 0.026052 100.000000 20.578962
-0.008404 0.008333 100.000000 16.061032
0.006738 0.061429 100.000000 76.102583
0.007069 0.021336 100.000000 26.195770
-0.001593 0.044147 100.000000 44.833524
0.008965 0.027750 100.000000 36.502398
-0.003675 0.002506 100.000000 14.575637
0.001956 0.012443 100.000000 10.288644
0.002782 0.068263 100.000000 80.031829
-0.007326 0.035161 100.000000 28.626727
-0.000391 0.051533 100.000000 55.362167
0.006837 0.033650 100.000000 41.267097
0.008756 0.037020 100.000000 47.838998
0.009892 0.065800 100.000000 85.456439
0.008931 0.095252 100.000000 121.448057
-0.009883 0.052708 100.000000 47.206430
-0.002664 0.088881 100.000000 99.764380
-0.002075 0.010656 100.000000 8.494720
-0.005004 0.048572 100.000000 46.801019
-0.005193 0.056435 100.000000 56.337368
-0.008732 0.059113 100.000000 56.087965
0.002714 0.008553 100.000000 7.221158
-0.004892 0.017532 100.000000 12.261852
0.001834 0.072231 100.000000 83.930701
0.003420 0.060740 100.000000 71.293067
0.009498 0.012075 100.000000 17.957526
-0.008061 0.059553 100.000000 57.289089
-0.003461 0.082609 100.000000 90.974368
0.002103 0.067435 100.000000 78.196138
-0.001313 0.081756 100.000000 92.320927
0.004130 0.015540 100.000000 15.746566
